CASE,REF,DV01_01,DV01_02,DV01_03,DV01_04,DV01_05,DV01_06,DV01_07,DV01_08,DV01_09,DV01_10,DV01_11,DV01_12,DV01_13,DV01_14,DV02_01,DV02_02,DV02_03,DV02_04,DV02_05,DV02_06,DV03_01,DV04_01,DV04_02,DV04_03,DV04_04,DV04_05,DV04_06,DV04_07,DV04_08,DV04_09,DV04_10,DV04_11,DV04_12,MV01_01,MV01_02,MV01_03,MV01_04,MV01_05,MV01_06,MV01_07,MV01_08,MV01_09,MV01_10,MV01_11,MV01_12,MV01_13,MV01_14,occupational_status,academic_discipline,IV01_CP,condition,CV01_01,CV01_02,CV01_03,CV01_04,CV01_05,CV01_06,CV01_07,CV01_08,CV01_09,CV01_10,CV02_01,CV02_02,CV02_03,CV02_04,CV02_05,PES_exp,CV03_01,CV03_02,CV03_03,CV03_04,CV03_05,CV03_06,CV03_07,CV03_08,CV03_09,CV03_10,CV03_11,CV03_12,CV03_13,CV03_14,CV03_15,CV04,CV04_01,CV04_02,CV04_03,CV04_04,CV05,veganism,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME,longstring,expertise,integritybenevolence,METI,credibility,eval,att,neutr,PES_freq
528,vpp,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,5,3,2,3,2,2,4,3,4,4,5,4,5,3,2,2,2,3,4,2,2,5,2,1,2,1,2,3,not_working_without_degree,NA,123,not affected,4,4,4,5,4,5,5,5,5,5,3,2,4,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,42,6,36,95,42,NA,67,78,95,95,14,152,15,136,38,689,13,4.833333333333333,5,4.928571428571429,3.857142857142857,3.4166666666666665,2.357142857142857,4.25,3
529,vpp,4,4,4,4,2,3,5,6,4,5,6,5,5,5,5,5,6,3,4,6,4,3,3,1,1,4,3,4,4,4,5,4,4,5,4,5,6,3,1,6,6,5,4,5,1,4,6,not_working_with_degree,social_sciences,124,not affected,5,3,3,5,4,6,5,5,5,5,5,2,4,5,4,5,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,not vegan,5,8,36,69,30,NA,65,58,59,73,12,43,18,103,49,463,5,3.5,5.125,4.428571428571429,4.714285714285714,3.3333333333333335,4.357142857142857,4,4
530,vpp,3,4,2,3,4,3,3,4,3,3,4,3,4,3,3,1,3,1,1,3,3,2,3,4,4,5,3,4,4,6,3,3,3,4,3,4,3,6,3,4,4,3,2,3,1,1,1,not_working_with_degree,humanities,124,affected,4,2,2,4,4,5,5,3,5,4,3,3,3,3,4,6,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,not vegan,40,8,34,98,34,NA,68,50,80,68,11,198,20,142,33,661,5,3.1666666666666665,3.375,3.2857142857142856,2.142857142857143,3.6666666666666665,3,3,3.2
531,vpp,4,6,5,4,4,5,6,4,5,6,4,5,5,4,5,5,6,3,2,4,4,2,4,4,2,2,2,4,3,5,5,3,3,4,1,5,6,5,1,4,4,4,2,5,1,2,2,university student,natural_sciences,128,not affected,3,4,3,3,4,6,6,5,5,5,3,1,3,3,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,5060,3,33,66,22,3,34,46,71,134,12,43,10,105,10,474,10,4.666666666666667,4.875,4.785714285714286,4.142857142857143,3.25,3.2857142857142856,3.25,2.6
536,vpp,6,6,6,6,5,5,6,6,4,5,6,5,5,5,6,6,6,4,5,6,6,3,3,3,2,2,2,2,2,1,1,1,2,6,6,5,6,6,4,6,4,6,6,6,6,6,6,working_without_degree,NA,127,affected,4,5,4,5,4,6,6,3,6,4,5,4,4,4,4,5,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,19,8,13,90,55,61,72,56,75,65,12,81,25,133,90,605,6,5.666666666666667,5.25,5.428571428571429,5.571428571428571,2,5.642857142857143,4.5,4.2
537,vpp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,1,4,2,1,4,4,4,1,5,5,1,1,2,1,3,6,1,2,3,2,1,2,2,1,2,4,working_without_degree,NA,127,not affected,5,4,3,4,2,5,6,4,4,5,3,3,4,3,4,7,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,33,7,23,61,25,NA,41,47,68,57,10,31,9,122,20,372,17,5,5,5,4,2.75,2.2857142857142856,4,3.4
539,vpp,5,6,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,4,4,4,5,1,3,3,3,4,2,2,5,2,1,2,1,4,4,4,6,5,3,4,3,3,4,5,3,3,5,working_without_degree,NA,128,affected,5,5,5,5,5,5,6,4,4,4,4,3,3,4,3,6,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,13,8,6,31,22,64,62,49,74,83,7,76,12,94,9,486,6,5.333333333333333,5.125,5.214285714285714,4.571428571428571,2.4166666666666665,4,5,3.4
543,vpp,5,4,5,5,3,6,4,5,4,4,4,4,4,4,4,3,6,3,3,4,4,1,3,3,2,1,5,5,5,5,3,2,5,4,4,4,6,3,3,4,4,5,4,5,4,4,5,university student,humanities,129,not affected,5,3,5,5,4,5,6,4,6,5,5,4,5,5,4,7,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,not vegan,10,4,27,92,39,NA,51,56,81,79,12,129,9,120,25,575,7,4.666666666666667,4.125,4.357142857142857,3.857142857142857,3.3333333333333335,4.214285714285714,4.5,4.6
547,vpp,5,4,5,4,5,5,5,5,6,5,4,6,4,4,6,4,6,2,5,5,4,1,1,1,2,2,2,2,1,1,2,1,5,6,4,1,6,1,1,6,6,3,6,6,5,5,6,working_with_degree,NA,130,affected,4,4,4,5,4,4,5,2,3,4,4,3,2,4,4,5,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,not vegan,42,7,31,61,44,NA,81,65,108,86,14,223,23,145,11,736,4,4.666666666666667,4.875,4.785714285714286,4.571428571428571,1.75,4.428571428571429,4.25,3.4
548,vpp,4,4,5,4,4,5,5,5,4,5,5,5,4,5,4,4,5,2,4,5,5,2,4,3,2,5,3,4,3,4,3,4,4,6,5,5,6,3,4,6,5,4,4,5,3,5,5,university student,humanities,130,not affected,5,4,3,5,3,5,6,2,4,4,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,8,3,105,258,16,NA,26,30,43,52,10,41,8,72,11,589,13,4.333333333333333,4.75,4.571428571428571,4.142857142857143,3.4166666666666665,4.714285714285714,4.25,2.2
549,vpp,6,6,6,6,5,6,4,4,4,6,4,6,6,4,5,4,5,5,5,3,4,2,3,2,2,3,3,2,2,2,2,2,3,5,4,5,5,4,4,5,5,5,4,5,3,4,5,working_with_degree,other,131,not affected,5,5,4,5,4,5,6,4,6,4,3,3,3,3,2,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,62,11,43,46,52,28,83,103,96,99,17,202,29,171,59,798,6,5.833333333333333,4.75,5.214285714285714,4.428571428571429,2.3333333333333335,4.5,4.75,2.8
551,vpp,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,2,3,3,2,3,3,4,4,4,5,3,4,3,3,3,3,3,3,2,2,1,2,2,2,3,4,1,3,3,2,1,3,working_with_degree,humanities,131,affected,4,3,2,3,3,6,6,3,5,5,4,1,4,2,4,6,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,not vegan,19,11,18,35,40,28,80,67,111,131,12,54,14,299,25,590,8,4.166666666666667,4,4.071428571428571,2.7142857142857144,3.5,2.2142857142857144,3,3
553,zp,4,5,4,6,4,5,4,5,4,5,5,6,5,6,2,3,4,4,6,4,4,4,4,3,2,4,3,2,2,5,2,3,3,6,6,5,5,6,5,6,1,5,6,6,5,5,5,not_working_with_degree,life_sciences,132,affected,3,3,3,4,4,5,6,4,5,5,3,2,4,3,3,5,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,98,51,484,80,40,NA,75,55,76,63,13,91,20,134,37,997,4,4.666666666666667,5,4.857142857142857,3.857142857142857,3.0833333333333335,5.142857142857143,3.25,3
554,fbg,6,6,5,4,5,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,1,2,3,3,3,3,3,4,3,1,3,4,6,6,6,6,4,4,6,6,5,6,6,4,6,6,university student,social_sciences,132,not affected,4,4,4,4,3,5,6,3,6,6,3,1,3,3,3,4,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,33,8,42,105,48,NA,50,47,61,52,17,89,12,133,20,523,10,5.166666666666667,5,5.071428571428571,5,2.75,5.5,4,2.6
560,vpp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,2,2,4,3,3,3,3,3,3,2,3,2,5,5,5,4,3,4,5,5,4,5,5,3,4,6,working_with_degree,humanities,133,affected,3,3,4,3,4,5,5,3,5,4,4,4,1,5,4,9,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,8,7,5,27,40,39,31,41,62,66,17,133,11,113,34,472,14,5,5,5,4.285714285714286,2.75,4.5,3.25,3.6
565,vpp,3,4,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,4,4,3,3,3,4,3,4,4,2,3,3,4,4,3,3,3,3,4,5,3,4,4,3,4,6,working_with_degree,humanities,134,not affected,5,5,3,5,3,5,5,2,5,4,4,3,3,3,3,8,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,not vegan,13,5,6,59,25,NA,58,46,77,71,14,35,11,113,38,402,7,2.6666666666666665,2.875,2.7857142857142856,2.7142857142857144,3.3333333333333335,3.7857142857142856,4.5,3.2
578,vpp,6,6,5,4,5,5,6,6,6,6,6,5,6,6,5,5,5,4,6,5,5,5,2,5,6,2,3,2,1,3,3,2,1,6,6,5,6,6,5,6,6,6,5,6,6,6,6,working_with_degree,other,136,affected,3,3,2,2,1,2,6,2,5,4,2,2,2,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,vegan,20,6,26,62,35,NA,40,69,122,79,15,15,14,138,20,477,15,5.166666666666667,5.875,5.571428571428571,5,2.9166666666666665,5.785714285714286,2.5,2.2
579,vpp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,6,5,1,2,2,2,2,2,3,2,2,1,1,1,6,6,6,6,5,1,6,6,6,6,6,1,2,5,not_working_without_degree,NA,137,affected,3,3,3,3,3,4,4,4,4,4,3,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,379,6,4,70,24,5,34,37,66,66,13,19,15,95,12,353,14,5,5,5,5.571428571428571,1.75,4.857142857142857,3,2.2
581,vpp,6,5,6,5,5,5,5,6,5,5,6,6,6,6,5,2,5,4,3,3,5,2,1,3,3,2,2,2,4,2,2,2,2,5,4,6,6,5,5,4,5,5,3,6,3,3,5,not_working_with_degree,social_sciences,138,not affected,5,5,5,5,4,5,6,3,5,6,5,2,4,3,3,4,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,66,71,36,67,48,22,90,77,120,116,26,60,37,204,121,699,6,5.333333333333333,5.625,5.5,3.857142857142857,2.25,4.642857142857143,5,3.4
589,vpp,6,6,6,3,3,5,6,5,6,6,6,6,6,6,6,5,6,4,2,5,5,1,4,1,5,4,4,6,4,5,5,4,4,2,4,4,6,3,1,3,4,1,4,5,1,5,5,working_without_degree,NA,139,not affected,5,4,4,4,4,6,5,4,5,4,3,1,3,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,24,4,19,74,48,38,64,75,100,109,9,36,12,100,32,584,12,4.833333333333333,5.875,5.428571428571429,4.714285714285714,3.9166666666666665,3.4285714285714284,4.25,2.4
592,zp,5,5,6,5,6,6,5,6,6,5,5,6,5,5,5,5,5,6,6,5,6,1,2,4,3,2,2,1,3,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,5,6,6,working_with_degree,other,139,affected,6,5,5,5,4,6,6,3,4,3,2,4,3,3,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,not vegan,39,13,60,69,43,NA,74,91,110,67,16,93,23,253,30,646,11,5.5,5.375,5.428571428571429,5.428571428571429,1.9166666666666667,5.928571428571429,5.25,3
593,vpp,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,2,2,3,2,2,4,1,2,2,working_with_degree,humanities,140,affected,5,5,5,5,3,5,5,2,5,3,4,3,3,4,3,5,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,not vegan,45,17,47,145,55,NA,77,108,186,231,15,221,24,241,75,1109,10,4.166666666666667,5,4.642857142857143,3.857142857142857,2.9166666666666665,2.2857142857142856,5,3.4
596,vpp,5,5,6,5,5,6,6,6,5,6,5,5,5,6,6,4,6,5,6,6,5,2,2,4,3,3,4,2,3,3,1,1,1,6,5,5,4,6,2,4,5,6,3,2,4,5,5,working_with_degree,social_sciences,140,not affected,5,5,3,5,4,5,5,3,6,5,4,2,2,4,4,6,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,6,11,5,43,19,NA,67,52,88,76,8,100,11,125,15,469,4,5.333333333333333,5.5,5.428571428571429,5.428571428571429,2.4166666666666665,4.428571428571429,4.5,3.2
603,vpp,5,5,5,4,5,6,5,6,5,5,4,5,5,6,6,6,6,2,4,6,6,1,3,5,3,3,3,4,2,3,2,3,2,5,3,4,6,6,3,5,5,3,3,3,1,3,2,working_without_degree,NA,141,affected,4,4,4,5,4,5,5,3,4,4,2,3,1,3,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,21,6,27,49,66,NA,45,72,106,87,16,29,14,93,14,511,8,5,5.125,5.071428571428571,5.142857142857143,2.8333333333333335,3.7142857142857144,4.25,2.4
604,vpp,6,6,5,6,4,6,5,4,4,6,4,5,5,4,3,3,4,3,5,4,4,2,3,2,2,3,3,2,5,3,3,3,2,4,5,3,2,4,1,4,4,1,2,6,1,2,1,working_with_degree,social_sciences,141,not affected,4,5,5,5,3,5,6,2,6,5,3,1,3,3,2,6,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,12,8,35,75,31,NA,57,85,119,101,11,242,13,123,42,769,4,5.5,4.625,5,3.7142857142857144,2.75,2.857142857142857,4.75,2.4
605,vpp,5,5,5,3,2,4,6,6,5,5,6,6,6,4,5,3,4,5,6,3,5,4,1,5,3,3,4,2,2,2,2,2,1,5,3,5,3,6,5,2,4,6,4,4,4,5,4,university student,social_sciences,142,affected,5,5,5,5,4,6,6,3,5,5,2,1,1,4,4,8,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,20,8,27,64,19,NA,56,58,287,77,9,98,12,129,16,707,5,4,5.5,4.857142857142857,4.428571428571429,2.5833333333333335,4.285714285714286,5,2.4
606,vpp,5,6,5,5,4,5,6,5,5,6,6,6,6,6,4,4,4,4,4,4,4,2,2,2,2,4,3,2,2,2,1,2,2,6,5,6,6,5,4,5,6,4,5,6,4,6,3,working_with_degree,engineering_sciences,142,not affected,5,5,5,5,5,5,6,3,5,5,3,3,2,2,3,4,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,not vegan,33,11,40,65,73,48,81,64,94,91,14,133,21,158,39,724,8,5,5.75,5.428571428571429,4,2.1666666666666665,5.071428571428571,5,2.6
607,vpp,2,2,2,3,1,4,4,4,2,1,3,1,3,2,2,1,2,1,1,2,2,1,5,1,1,4,2,4,3,4,4,1,1,6,5,5,6,4,1,4,6,6,4,5,1,5,4,working_with_degree,social_sciences,143,not affected,6,6,5,5,2,6,6,4,5,5,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,62,6,27,46,23,NA,60,35,135,113,13,73,14,132,29,539,9,2.3333333333333335,2.5,2.4285714285714284,1.5714285714285714,2.5833333333333335,4.428571428571429,5.5,1.8
608,vpp,4,5,6,2,2,3,4,4,4,4,4,5,5,5,3,2,3,3,3,2,4,4,2,5,2,3,3,4,3,3,2,3,3,4,3,3,4,3,4,5,4,4,3,4,2,2,5,working_with_degree,humanities,143,affected,4,3,2,4,4,5,4,5,5,5,5,2,4,5,5,12,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,not vegan,6,5,5,45,27,NA,69,59,107,74,10,147,16,97,30,559,6,3.6666666666666665,4.375,4.071428571428571,2.857142857142857,3.0833333333333335,3.5714285714285716,3.25,4.2
611,zp,5,5,5,4,4,6,6,6,4,4,5,3,5,6,5,1,5,4,1,2,4,2,2,2,4,6,2,4,5,2,5,2,2,6,4,6,4,6,1,2,3,6,1,1,6,5,6,working_with_degree,social_sciences,144,affected,4,5,6,3,6,6,6,2,6,4,3,4,2,5,5,10,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,vegan,167,6,4,67,27,NA,64,55,81,70,13,82,11,119,30,474,6,4.833333333333333,4.875,4.857142857142857,3.142857142857143,3.1666666666666665,4.071428571428571,4.5,3.8
612,vpp,5,5,5,5,4,4,5,5,6,6,5,5,5,5,5,3,6,4,5,5,5,1,1,3,2,2,2,2,2,2,2,2,2,6,6,4,5,3,2,2,5,6,4,5,3,6,4,working_without_degree,NA,144,not affected,6,6,6,6,3,5,6,3,5,6,4,4,4,5,4,8,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,not vegan,16,20,16,42,24,NA,68,369,76,77,10,47,12,94,13,741,9,4.666666666666667,5.25,5,4.714285714285714,1.9166666666666667,4.357142857142857,6,4.2
615,vpp,4,4,5,4,4,4,5,5,4,4,4,5,5,5,4,4,4,3,4,4,4,2,2,2,3,3,3,3,4,3,3,3,3,5,5,6,5,5,3,6,6,4,4,4,2,5,6,working_with_degree,social_sciences,145,affected,5,5,5,5,3,5,5,4,5,4,4,2,4,4,4,9,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,not vegan,21,6,47,39,49,31,45,49,73,99,16,45,13,147,19,506,5,4.166666666666667,4.625,4.428571428571429,3.857142857142857,2.8333333333333335,4.714285714285714,5,3.6
616,vpp,5,4,5,4,3,2,5,5,5,4,4,5,6,6,4,3,4,4,2,4,4,3,2,4,2,5,3,4,3,4,4,4,4,6,6,6,6,6,5,6,6,6,6,6,5,6,6,university student,humanities,146,not affected,5,5,5,4,4,6,6,3,6,6,4,1,3,3,4,5,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,3435,9,13,48,9,NA,44,25,51,104,19,25,11,69,17,349,6,3.8333333333333335,5,4.5,3.5714285714285716,3.5,5.857142857142857,4.75,3
617,zp,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,6,4,5,6,5,1,1,1,1,1,1,2,1,2,1,1,1,5,5,6,6,3,2,6,6,5,5,5,6,6,6,university student,life_sciences,146,affected,5,5,5,5,5,6,6,3,5,4,3,2,4,3,4,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,vegan,31,6,14,24,22,NA,30,33,36,36,12,63,12,91,16,282,9,5.833333333333333,6,5.928571428571429,5.285714285714286,1.1666666666666667,5.142857142857143,5,3.2
621,zp,5,5,4,5,3,5,5,5,5,5,5,6,6,5,5,4,5,3,4,4,6,2,3,3,4,4,3,5,3,3,4,1,2,4,3,3,3,2,1,3,3,1,3,2,1,1,2,not_working_without_degree,NA,147,not affected,3,2,2,5,1,5,4,6,4,3,3,1,3,3,3,4,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,not vegan,38,20,26,59,48,NA,84,76,162,158,23,236,26,239,NA,898,6,4.5,5.25,4.928571428571429,4.428571428571429,3.0833333333333335,2.2857142857142856,3,2.6
624,fbg,2,2,2,2,1,2,5,4,4,4,4,4,3,4,3,2,2,1,1,5,3,2,3,3,1,2,3,5,2,3,5,1,2,6,6,6,6,6,4,6,6,6,6,6,6,6,6,university student,natural_sciences,148,affected,5,5,5,5,4,5,6,4,5,5,4,3,3,4,3,11,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,not vegan,169,4,13,35,11,NA,30,19,40,25,4,24,11,59,12,212,8,1.8333333333333333,4,3.0714285714285716,2.4285714285714284,2.6666666666666665,5.857142857142857,5,3.4
627,vpp,4,5,5,4,5,4,5,5,5,6,6,6,6,5,4,2,5,3,4,5,5,2,4,2,3,5,4,5,3,4,4,2,4,2,5,3,6,6,5,3,6,4,5,5,1,1,2,not_working_without_degree,NA,148,not affected,5,4,4,5,5,4,5,3,5,5,4,3,3,3,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,9,11,33,54,26,NA,57,69,83,83,13,191,18,117,20,627,9,4.5,5.5,5.071428571428571,4,3.5,3.857142857142857,4.5,3
635,vpp,5,6,6,6,5,6,5,6,4,6,4,5,5,4,5,1,6,3,4,3,5,1,3,1,1,2,2,4,2,2,1,1,2,5,3,3,6,6,2,3,6,5,5,5,1,5,1,working_with_degree,life_sciences,149,not affected,3,3,3,4,4,6,5,3,5,5,3,1,4,4,4,11,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,not vegan,19,18,31,106,82,NA,86,122,113,134,32,39,36,218,29,781,6,5.666666666666667,4.875,5.214285714285714,3.857142857142857,1.8333333333333333,4,3.25,3.2
642,vpp,5,5,4,5,5,5,5,5,4,6,5,5,6,5,6,5,5,3,6,5,5,1,1,4,2,3,2,3,2,3,1,4,1,6,5,6,2,5,4,6,5,2,5,6,2,5,3,working_with_degree,natural_sciences,150,not affected,4,5,5,5,3,6,6,4,6,5,4,3,3,3,3,11,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,27,12,23,43,26,6,41,53,86,91,9,27,47,160,13,452,5,4.833333333333333,5.125,5,5,2.25,4.428571428571429,4.75,3.2
645,vpp,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,6,2,3,6,5,2,4,4,2,4,3,5,2,5,3,2,2,1,1,2,2,3,1,2,2,1,1,2,1,1,2,not_working_with_degree,social_sciences,151,not affected,5,5,5,5,3,5,5,3,5,4,3,2,3,3,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,12,32,29,59,23,NA,42,46,92,58,8,67,17,87,6,441,11,5,4.625,4.785714285714286,4.571428571428571,3.1666666666666665,1.5714285714285714,5,2.6
650,vpp,5,4,5,4,2,4,5,5,5,4,5,4,4,4,4,4,5,2,4,4,4,2,4,4,3,3,4,5,4,3,2,3,3,4,3,3,5,6,3,3,4,4,2,3,1,3,5,university student,social_sciences,152,not affected,4,4,4,4,3,5,6,2,4,5,3,2,2,3,3,6,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,41,8,38,108,53,NA,79,74,86,131,17,91,17,184,65,694,6,4,4.5,4.285714285714286,3.857142857142857,3.3333333333333335,3.5,4,2.6
657,zp,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,3,4,4,5,2,4,5,4,4,3,5,4,4,4,4,3,4,4,4,3,3,1,4,2,4,2,3,1,2,1,not_working_without_degree,NA,152,affected,3,2,3,2,3,5,3,4,5,3,3,1,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,44,7,5,47,51,51,49,50,67,67,12,48,17,89,5,464,13,5,4.875,4.928571428571429,4,3.8333333333333335,2.7142857142857144,2.5,2.4
660,fbg,5,5,5,4,3,5,6,5,5,5,5,5,5,5,5,2,6,3,5,4,5,2,3,4,2,5,4,5,2,4,4,3,2,4,2,4,4,3,1,4,3,3,3,3,2,4,3,university student,social_sciences,153,affected,5,4,5,5,3,5,6,4,5,5,4,1,2,3,4,7,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,not vegan,8,7,10,59,29,NA,30,60,79,74,11,75,9,95,26,436,8,4.5,5.125,4.857142857142857,4.285714285714286,3.3333333333333335,3.0714285714285716,4.75,2.8
663,vpp,2,3,3,1,2,3,6,6,4,6,4,4,3,3,4,3,4,5,6,4,3,3,3,6,5,3,3,2,1,2,1,6,1,6,4,4,6,6,3,6,6,4,6,3,6,6,6,university student,natural_sciences,154,not affected,5,2,6,6,5,6,6,3,6,5,5,3,3,5,4,9,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,vegan,34,39,14,55,30,NA,114,99,107,118,16,158,13,217,45,724,7,2.3333333333333335,4.5,3.5714285714285716,4.142857142857143,3,5.142857142857143,4.75,4
677,vpp,4,5,5,5,4,4,4,4,5,5,5,5,4,6,4,5,4,4,3,5,4,4,5,5,3,4,4,4,2,4,1,3,4,5,4,6,6,6,3,3,5,5,5,5,4,5,5,university student,social_sciences,155,affected,3,3,3,3,4,5,5,3,4,4,3,2,3,3,4,5,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,not vegan,12,5,34,54,49,NA,52,58,80,155,11,122,10,126,28,625,4,4.5,4.75,4.642857142857143,4.142857142857143,3.5833333333333335,4.785714285714286,3,3
681,zp,4,4,5,5,6,4,4,5,4,4,5,4,4,4,4,5,3,3,3,4,4,1,4,3,4,2,5,5,3,5,3,3,2,2,1,5,5,2,1,3,2,2,2,1,3,3,2,university student,social_sciences,156,not affected,6,5,5,5,3,5,4,3,6,3,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,14,4,4,24,25,8,37,52,230,86,17,39,19,104,29,541,7,4.666666666666667,4.25,4.428571428571429,3.7142857142857144,3.3333333333333335,2.4285714285714284,5.25,1.8
683,vpp,5,6,6,6,4,6,6,6,5,6,6,6,5,5,6,3,5,4,5,5,6,2,1,2,4,5,2,2,4,1,1,2,1,5,4,4,3,2,4,2,6,4,5,5,6,3,3,not_working_without_degree,NA,157,not affected,4,4,3,4,4,6,6,4,6,6,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,9,9,7,31,61,42,58,78,136,99,21,42,21,149,77,596,9,5.5,5.625,5.571428571428571,4.857142857142857,2.25,4,3.75,3.2
686,vpp,4,5,4,4,4,4,5,4,3,4,5,5,4,3,3,6,4,1,2,4,2,2,5,4,4,4,5,4,2,5,3,5,1,4,2,5,5,2,2,4,5,2,2,3,1,5,5,not_working_with_degree,other,158,affected,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,4,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,not vegan,26,7,33,56,41,26,66,97,82,100,16,36,20,156,37,573,5,4.166666666666667,4.125,4.142857142857143,3.142857142857143,3.6666666666666665,3.357142857142857,5,2.6
