ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation,children
463,7,4,5,5,6,5,4,2,6,5,6,good_to_bad,male,55to64,single,no_degree,part_time,routine_manual,no
470,8,10,10,0,10,8,10,10,8,5,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,yes
646,8,8,7,4,6,6,8,9,8,6,8,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
263,8,8,8,2,10,7,10,8,6,6,7,very_good,female,25to44,single,degree,full_time,managerial_professional,yes
647,10,9,10,0,10,7,10,9,4,6,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
414,10,10,10,0,8,5,10,8,5,7,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
717,9,10,8,5,10,8,10,8,4,1,8,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
171,8,10,9,5,9,10,9,3,9,9,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
874,10,10,7,3,10,8,10,8,5,5,10,very_good,male,16to24,married,no_degree,full_time,managerial_professional,no
775,8,9,6,0,8,6,9,5,9,7,8,very_good,male,25to44,single,no_degree,full_time,intermediate,no
750,6,5,4,6,8,6,5,7,4,4,9,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
257,9,9,9,7,9,8,9,9,8,4,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
767,5,7,8,0,8,10,10,5,8,5,7,very_good,female,25to44,married,degree,part_time,intermediate,yes
170,0,5,0,10,5,5,2,6,5,5,7,good_to_bad,male,45to54,single,no_degree,full_time,intermediate,no
198,7,6,9,0,10,6,6,8,7,8,10,very_good,female,25to44,single,no_degree,full_time,intermediate,no
530,7,9,8,0,10,9,10,5,10,8,10,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
264,10,10,10,0,10,10,10,10,10,10,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
401,8,9,9,5,10,5,9,9,9,10,8,good_to_bad,male,45to54,married,no_degree,part_time,routine_manual,yes
193,9,9,9,0,7,7,9,7,9,7,7,good_to_bad,female,55to64,widowed_divorced_sep,degree,part_time,managerial_professional,no
639,9,9,10,0,9,7,8,8,8,8,8,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
161,8,10,8,0,10,10,7,7,10,5,10,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual,yes
693,6,9,8,2,3,2,6,5,5,2,7,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
33,8,8,8,4,6,8,8,8,7,7,9,good_to_bad,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,yes
590,10,10,10,0,10,9,10,9,9,8,7,very_good,female,25to44,married,degree,full_time,intermediate,yes
708,8,8,9,5,9,8,9,3,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
63,8,8,5,9,10,10,10,9,5,3,10,very_good,female,25to44,married,degree,part_time,managerial_professional,no
898,8,7,5,0,10,8,10,10,10,10,5,very_good,male,55to64,married,degree,full_time,managerial_professional,no
544,9,9,7,4,10,8,10,6,6,4,10,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,yes
516,6,8,8,5,7,7,7,4,6,7,4,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
517,8,9,9,3,10,8,9,6,7,5,3,very_good,female,25to44,married,degree,part_time,intermediate,yes
562,8,8,9,0,8,8,8,3,8,2,9,good_to_bad,female,25to44,single,no_degree,full_time,managerial_professional,no
534,7,7,7,2,8,5,7,7,6,2,8,good_to_bad,female,55to64,single,degree,full_time,managerial_professional,no
772,2,0,5,0,10,5,10,0,0,0,10,good_to_bad,male,25to44,single,no_degree,full_time,intermediate,no
191,8,8,6,6,9,9,8,8,0,10,8,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
459,10,8,10,0,7,10,10,6,7,10,7,very_good,male,25to44,single,no_degree,full_time,managerial_professional,no
770,4,5,1,1,10,3,10,5,4,5,0,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
92,9,7,8,4,9,8,9,9,8,7,9,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
131,8,8,7,0,10,7,8,8,9,5,9,very_good,male,25to44,single,degree,full_time,managerial_professional,no
99,8,8,7,3,7,8,10,6,8,8,7,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
545,8,8,8,4,9,6,8,7,9,6,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
759,8,7,6,0,8,6,8,8,5,9,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
249,5,5,6,4,7,6,7,8,7,5,7,good_to_bad,female,55to64,single,degree,full_time,managerial_professional,no
375,9,7,8,2,10,7,9,9,7,6,10,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,no
609,10,10,10,0,10,5,10,7,10,10,10,good_to_bad,female,25to44,single,no_degree,part_time,managerial_professional,yes
506,8,9,8,2,9,9,9,10,3,3,10,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
90,7,6,5,3,9,5,9,7,6,8,8,very_good,male,16to24,single,degree,full_time,managerial_professional,no
601,9,8,6,0,10,8,9,3,9,7,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
652,7,7,7,7,10,7,10,5,5,6,7,good_to_bad,female,25to44,married,no_degree,part_time,managerial_professional,yes
855,10,10,8,8,10,10,10,8,7,8,10,very_good,female,25to44,married,no_degree,part_time,managerial_professional,yes
207,9,10,8,9,8,7,6,7,8,7,8,good_to_bad,female,45to54,single,degree,part_time,intermediate,no
10,8,8,9,0,9,7,8,7,3,6,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
871,6,7,3,8,10,5,5,2,1,6,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
781,10,8,7,0,5,10,10,8,7,7,8,very_good,male,25to44,married,degree,full_time,intermediate,no
838,7,8,8,1,8,7,8,8,7,6,8,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,yes
319,6,6,5,4,10,5,5,5,6,8,5,very_good,female,25to44,single,no_degree,part_time,routine_manual,yes
21,7,10,10,7,10,7,9,6,5,6,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
682,7,7,8,4,8,8,10,7,7,9,9,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
71,7,6,7,3,7,2,3,5,5,9,4,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
797,4,5,3,4,3,7,3,3,5,3,6,very_good,female,45to54,married,degree,full_time,managerial_professional,no
49,8,8,7,0,9,8,9,7,7,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
214,8,10,9,4,10,8,8,5,4,2,6,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,no
431,8,7,7,5,10,7,8,8,8,7,9,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
896,9,9,10,0,9,9,9,9,9,9,9,very_good,female,55to64,married,no_degree,full_time,intermediate,no
554,5,8,8,1,7,9,7,8,7,5,8,very_good,male,25to44,single,degree,full_time,managerial_professional,no
649,4,7,4,5,10,8,7,8,8,8,3,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
564,5,8,10,2,6,8,6,5,6,9,5,very_good,female,25to44,married,no_degree,full_time,intermediate,no
84,6,4,7,0,0,3,8,2,2,6,9,good_to_bad,male,55to64,single,no_degree,part_time,routine_manual,no
657,7,5,6,2,10,5,5,5,5,8,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
350,9,8,6,2,10,6,10,10,7,5,10,very_good,female,16to24,married,degree,full_time,managerial_professional,no
434,10,10,10,2,10,8,8,4,6,6,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
87,5,5,5,7,7,3,7,3,5,3,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
282,8,9,9,1,7,5,7,8,7,9,9,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,yes
326,6,8,1,5,8,7,8,6,9,9,7,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
199,9,10,8,2,8,8,7,10,9,8,9,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
381,8,7,6,4,8,5,8,8,6,6,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
931,7,8,7,2,7,5,9,9,7,7,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
488,8,5,8,4,10,10,10,7,8,6,7,very_good,male,16to24,single,no_degree,part_time,routine_manual,no
613,9,9,9,0,9,8,9,7,8,8,7,very_good,male,25to44,married,no_degree,full_time,intermediate,yes
279,8,8,5,5,8,6,9,4,4,5,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
283,7,7,8,7,9,9,8,9,7,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
238,8,8,8,2,10,7,7,7,5,8,7,very_good,female,45to54,married,no_degree,part_time,routine_manual,yes
291,8,8,8,4,9,9,10,10,10,6,9,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,yes
817,9,10,8,0,8,5,10,4,9,8,10,good_to_bad,female,16to24,married,no_degree,part_time,routine_manual,no
189,5,7,7,0,7,4,8,8,8,5,7,good_to_bad,female,55to64,married,no_degree,full_time,intermediate,no
471,7,7,7,4,5,6,8,8,6,6,8,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional,no
140,10,10,10,1,8,10,9,8,8,8,9,very_good,female,25to44,married,degree,part_time,routine_manual,yes
285,8,8,5,4,9,8,9,10,8,5,7,very_good,female,45to54,married,no_degree,full_time,managerial_professional,no
922,10,10,10,0,10,8,10,10,10,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
518,5,8,8,1,8,7,8,6,9,9,9,very_good,female,45to54,married,no_degree,full_time,managerial_professional,no
118,6,7,7,3,9,5,8,10,10,7,9,good_to_bad,female,25to44,single,no_degree,full_time,intermediate,no
413,8,10,7,7,10,6,5,9,4,3,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,no
882,8,8,8,0,8,8,8,8,8,8,10,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,yes
737,8,10,10,0,7,7,8,8,10,10,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
681,9,8,8,2,8,5,8,5,2,5,5,good_to_bad,female,55to64,married,degree,part_time,intermediate,no
739,8,7,8,5,9,9,9,7,7,8,9,very_good,female,25to44,married,no_degree,full_time,routine_manual,no
466,7,8,9,1,10,8,8,6,7,9,10,very_good,male,55to64,married,no_degree,full_time,intermediate,no
53,8,8,9,1,10,7,8,9,4,3,8,good_to_bad,female,45to54,married,no_degree,part_time,intermediate,no
625,10,10,5,0,10,10,10,10,10,5,10,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
936,9,9,1,3,9,6,10,3,8,4,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,no
611,5,7,7,3,4,3,9,8,6,3,6,good_to_bad,female,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,yes
677,10,9,10,0,9,9,10,10,1,9,9,very_good,male,25to44,married,degree,full_time,managerial_professional,no
8,7,6,8,2,8,7,8,8,6,9,7,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
56,7,9,6,3,8,7,8,6,7,9,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
231,7,7,8,2,9,8,7,7,5,1,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
729,7,7,9,3,9,7,8,5,2,2,8,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,no
438,9,9,9,2,8,8,8,6,9,10,10,very_good,female,25to44,married,degree,part_time,intermediate,yes
764,7,10,8,0,10,6,8,7,7,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
678,8,8,7,0,10,9,10,8,7,9,9,very_good,male,45to54,married,degree,full_time,managerial_professional,no
157,9,5,6,7,4,5,6,7,4,3,4,very_good,male,45to54,married,no_degree,full_time,routine_manual,no
604,8,8,8,2,9,8,10,7,8,8,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
5,10,10,10,0,9,9,10,9,9,10,10,very_good,male,45to54,married,no_degree,full_time,intermediate,no
474,9,10,1,9,10,10,9,10,10,10,10,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
365,10,10,10,0,10,9,10,10,8,9,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
20,10,10,10,0,10,10,10,10,10,10,10,very_good,female,25to44,married,no_degree,part_time,routine_manual,no
863,8,8,10,2,10,10,7,8,10,8,7,very_good,female,25to44,married,no_degree,full_time,routine_manual,yes
250,9,9,10,0,10,10,10,9,9,8,9,very_good,female,45to54,married,degree,full_time,managerial_professional,yes
868,6,7,3,4,10,7,10,0,0,5,10,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
578,9,9,8,1,8,9,9,9,9,10,9,very_good,male,45to54,single,degree,part_time,routine_manual,no
685,9,10,10,1,10,8,10,8,8,6,8,very_good,male,55to64,married,no_degree,full_time,intermediate,no
751,7,10,10,0,10,8,9,8,8,3,10,good_to_bad,male,25to44,married,degree,full_time,routine_manual,no
127,10,10,10,0,10,8,10,8,10,8,10,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
756,7,6,6,0,8,8,10,8,6,4,0,good_to_bad,female,45to54,single,no_degree,full_time,managerial_professional,no
878,4,5,4,9,9,8,6,7,6,8,9,very_good,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,yes
309,9,9,9,5,10,5,9,5,8,5,7,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual,yes
55,8,8,8,0,9,8,7,8,7,10,8,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
679,10,10,9,0,10,9,10,8,10,9,6,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,yes
37,8,10,10,0,10,6,10,3,10,10,10,good_to_bad,female,25to44,single,no_degree,part_time,managerial_professional,yes
197,10,10,10,6,10,10,10,9,9,6,7,very_good,female,25to44,married,degree,full_time,intermediate,yes
633,8,7,8,2,8,8,8,8,8,7,8,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,intermediate,no
107,8,7,8,3,8,8,9,3,5,4,7,very_good,male,25to44,married,no_degree,part_time,managerial_professional,yes
240,6,10,3,7,8,8,6,3,7,7,5,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
477,9,8,9,1,9,7,7,6,7,7,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,managerial_professional,no
457,9,9,9,0,9,7,9,4,9,9,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional,no
389,5,7,9,4,6,6,6,2,5,2,2,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
877,8,9,10,0,9,10,10,9,10,10,10,very_good,female,25to44,married,no_degree,full_time,intermediate,yes
288,7,8,5,1,9,10,10,8,8,8,9,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
542,4,9,9,0,7,2,6,3,3,2,9,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,yes
172,7,8,4,7,9,8,8,7,6,9,9,good_to_bad,female,45to54,single,no_degree,full_time,managerial_professional,no
41,8,8,7,2,9,4,9,7,7,8,7,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
710,7,8,8,2,5,8,7,6,7,6,7,very_good,male,25to44,single,no_degree,full_time,intermediate,no
230,8,5,9,2,9,9,9,5,5,4,7,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,intermediate,no
631,8,8,7,2,8,6,6,8,8,7,8,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,no
950,8,10,10,0,10,10,10,8,10,9,10,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual,no
101,7,8,8,6,9,7,9,6,6,7,7,very_good,male,16to24,single,no_degree,full_time,intermediate,no
783,10,10,10,0,10,5,9,8,9,10,9,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
335,10,8,5,8,10,6,10,8,8,7,10,very_good,female,25to44,married,degree,full_time,managerial_professional,no
610,8,7,8,3,8,5,7,7,6,4,7,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,yes
514,8,8,9,0,9,9,9,10,7,8,9,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
418,7,8,8,3,8,6,7,7,8,6,7,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
97,10,10,10,0,10,9,10,5,8,10,9,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
316,8,8,8,1,9,8,8,9,9,9,4,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
533,8,8,7,1,8,5,9,7,8,4,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
504,5,7,5,5,9,9,9,3,7,3,1,good_to_bad,male,45to54,married,degree,full_time,intermediate,no
22,9,9,7,5,9,8,7,8,7,9,9,very_good,male,55to64,married,degree,part_time,managerial_professional,no
773,8,7,6,8,9,7,7,8,8,6,6,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
369,8,8,8,2,7,9,9,7,8,9,7,very_good,male,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
80,8,8,10,0,10,8,7,7,5,9,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
484,8,8,4,4,10,6,10,8,8,7,6,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
559,8,8,9,0,10,8,10,5,8,7,8,very_good,female,45to54,married,degree,full_time,managerial_professional,no
11,2,1,2,8,10,0,10,8,10,4,10,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional,no
827,10,10,10,8,10,8,10,8,3,10,9,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
628,5,6,7,5,3,7,5,3,6,4,7,good_to_bad,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
666,9,10,7,0,10,6,10,5,5,5,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
893,10,10,10,0,10,8,10,8,10,9,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
763,10,9,8,5,10,10,9,10,10,3,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
727,7,9,9,0,5,7,9,8,9,8,9,good_to_bad,female,55to64,single,no_degree,full_time,intermediate,no
360,6,6,9,7,9,8,7,8,7,8,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,no
237,9,9,8,2,10,9,9,7,10,8,10,very_good,male,55to64,married,degree,part_time,managerial_professional,no
580,5,10,6,6,10,9,10,6,0,8,6,good_to_bad,male,55to64,married,degree,part_time,intermediate,no
526,10,10,10,0,9,10,8,9,10,4,8,very_good,male,25to44,married,degree,full_time,managerial_professional,no
858,9,6,8,3,9,6,10,8,5,10,9,very_good,male,25to44,single,degree,full_time,managerial_professional,no
673,9,9,10,3,10,10,10,10,8,9,9,very_good,male,55to64,widowed_divorced_sep,no_degree,part_time,intermediate,no
790,9,10,8,4,6,7,7,10,9,4,4,very_good,female,25to44,single,degree,full_time,managerial_professional,no
134,2,7,5,0,8,4,10,3,8,7,2,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
619,10,10,10,0,10,6,10,10,10,7,5,very_good,female,25to44,married,no_degree,full_time,intermediate,yes
780,3,5,5,6,7,4,7,4,5,7,8,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,no
486,10,10,8,0,8,10,5,7,8,10,10,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
689,7,8,9,1,9,3,7,5,2,7,4,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
714,9,9,9,0,9,8,8,9,6,8,9,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,yes
768,8,7,8,8,8,5,9,9,9,8,8,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,no
722,9,10,9,3,10,10,10,10,9,9,10,very_good,female,45to54,married,no_degree,full_time,managerial_professional,no
635,9,9,8,5,9,8,9,9,8,6,5,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
702,7,9,8,0,9,6,7,3,3,9,9,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
209,8,8,9,0,9,8,9,9,9,7,9,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
599,8,9,7,5,9,8,9,9,8,4,8,very_good,female,55to64,married,degree,full_time,managerial_professional,no
93,10,10,10,0,8,10,10,7,9,9,5,very_good,male,25to44,single,degree,full_time,routine_manual,no
919,8,8,4,10,9,7,8,7,7,7,6,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
351,8,8,7,3,10,7,8,8,7,7,8,very_good,male,25to44,married,degree,full_time,managerial_professional,no
549,5,5,10,5,10,10,10,9,9,10,9,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
57,8,9,7,2,8,8,9,5,6,8,7,good_to_bad,female,55to64,married,degree,part_time,managerial_professional,no
956,7,7,5,5,10,7,7,5,3,3,6,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
126,9,7,10,0,10,8,10,9,8,5,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,yes
648,6,6,8,3,3,9,8,7,6,6,8,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
738,8,8,5,8,10,8,8,5,5,5,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual,yes
941,10,5,8,7,10,7,10,3,7,6,8,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
94,8,8,8,5,8,6,8,7,6,5,8,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
243,9,10,9,2,10,9,9,8,9,10,8,good_to_bad,female,45to54,married,no_degree,part_time,intermediate,yes
718,8,8,9,0,10,8,8,8,9,7,5,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
873,8,9,9,1,10,9,9,9,8,7,8,very_good,female,55to64,widowed_divorced_sep,no_degree,part_time,intermediate,no
951,10,10,8,1,10,8,8,7,7,8,10,good_to_bad,female,16to24,married,no_degree,part_time,routine_manual,no
141,6,10,3,8,3,4,2,1,8,4,10,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,intermediate,no
182,5,6,6,3,7,6,9,3,3,2,3,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
695,9,9,9,0,10,8,9,7,8,9,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
687,6,6,5,8,10,8,7,2,7,5,10,very_good,female,25to44,married,degree,full_time,managerial_professional,no
321,8,6,9,6,10,7,8,7,9,7,10,very_good,male,25to44,single,no_degree,full_time,managerial_professional,no
256,8,9,9,2,9,8,8,9,9,9,8,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
47,8,9,9,0,10,10,8,9,9,5,10,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
804,8,8,10,6,10,7,9,8,10,7,8,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
925,5,5,10,0,10,5,7,2,5,5,5,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
169,10,10,9,0,10,8,10,10,9,7,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
138,7,5,9,0,7,4,7,5,6,4,9,good_to_bad,female,45to54,married,no_degree,full_time,intermediate,yes
274,8,7,7,0,9,6,8,6,8,8,8,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
254,8,7,6,5,9,8,7,9,7,3,7,very_good,male,25to44,married,degree,full_time,intermediate,no
